title,source,url,publishedAt
自閉症の子ども、行動の違いは「感覚の感じ方」で決まっていた,"{'id': 'de2ca2522d5df755df6cbbc6a293cd36', 'name': 'たーとるうぃず', 'url': 'https://www.turtlewiz.jp'}",https://www.turtlewiz.jp/archives/51965,2026-04-20T21:31:02Z
【啓発ツール】慢性閉塞性肺疾患（COPD）、基礎と早期発見のポイントを解説,"{'id': '497e8cc89f3b77ac1c8ad1ce9266c930', 'name': 'ウーマンズラボ', 'url': 'https://womanslabo.com'}",https://womanslabo.com/news-women-260421-1,2026-04-20T19:45:05Z
ラムドン省、国民の健康のために狂犬病の予防と対策を強化,"{'id': 'd7d7a490cd816637ad5008f0ca1f5422', 'name': 'Laodong.vn', 'url': 'https://ja.laodong.vn'}",https://ja.laodong.vn/y-te/lam-dong-tang-cuong-phong-chong-benh-dai-vi-suc-khoe-nguoi-dan-1688573.ldo,2026-04-20T10:34:45Z
Apple Watchでわかる「4つの睡眠ステージ」とは？ 覚醒・レム睡眠・コア睡眠・深い睡眠を正しく理解する,"{'id': 'fc1d901545477a7d13a87634f3469310', 'name': 'Smart Watch Life', 'url': 'https://www.smartwatchlife.jp'}",https://www.smartwatchlife.jp/66363/,2026-04-20T08:44:47Z
心アミロイドーシスの不整脈を予測 -右心房機能が新たな指標に-,"{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000346.000124365.html,2026-04-20T08:24:45Z
医学部医学科・津川准教授らの肺炎桿菌と肝臓がんの関連性に関する論文が『Journal of Extracellular Vesicles』に掲載されました,"{'id': '0541d9a23caf9d634468001cd2dbefd4', 'name': 'u-tokai.ac.jp', 'url': 'https://www.u-tokai.ac.jp'}",https://www.u-tokai.ac.jp/ud-medicine/news/17991/,2026-04-20T06:36:13Z
「睡眠の質が上がった」「アプリ制限より強制力高い」スマホ依存を物理的に防ぐ“箱“スマホロックボックス,"{'id': '140a476fa3c8d45f8ed89b14316f6e0b', 'name': 'オリコンニュース', 'url': 'https://www.oricon.co.jp'}",https://www.oricon.co.jp/special/74921/,2026-04-20T06:10:00Z
共同発表：光でたんぱく質の「凝縮」と「溶解」を自在に操る新技術を開発～ALSやアルツハイマー病などの治療法開発を加速する技術基盤～,"{'id': '51776982834893a5ba5248446b52916d', 'name': 'jst.go.jp', 'url': 'https://www.jst.go.jp'}",https://www.jst.go.jp/pr/announce/20260420-2/index.html,2026-04-20T05:14:00Z
＜鎌田實さんコラム＞（103）スーパーエイジャーを目指そう 脳のごみ「アミロイドβ」をためない習慣,"{'id': 'c7be4e8735ad2dc51f02fe04f3704b7a', 'name': '佐賀新聞', 'url': 'https://www.saga-s.co.jp'}",https://www.saga-s.co.jp/articles/-/1692794,2026-04-20T04:00:00Z
だ液によるがんリスク検査「サリバチェッカー(R)」が常温キットへ進化。パートナーの日本生命と「がん検診の未来」を語る座談会を実施：時事ドットコム,"{'id': 'a2bf2c6853ba5198f67232adc5795cad', 'name': '時事ドットコム', 'url': 'https://www.jiji.com'}",https://www.jiji.com/jc/article?k=000000041.000085491&g=prt,2026-04-20T02:15:00Z
令和8年度 市民健康教室「押さえておきたい高血圧の『新常識』～高血圧を味方につけて健康寿命を延ばしましょう～」を開催します,"{'id': 'd7be5972c64e842ec3340b40bdc717c4', 'name': 'city.suita.osaka.jp', 'url': 'https://www.city.suita.osaka.jp'}",https://www.city.suita.osaka.jp/kenko/1018600/1018636/1018637/1043742.html,2026-04-20T02:12:35Z
高血糖時に膵β細胞を増やす分子スイッチを発見,"{'id': '9aaf64f16d35c78b5409c2ebc3db68d1', 'name': '宮崎日日新聞', 'url': 'https://www.the-miyanichi.co.jp'}",https://www.the-miyanichi.co.jp/pressrelease/prwire/715796.html,2026-04-20T02:02:00Z
ESCMID Global：妊婦のRSVワクチン接種により乳児の入院リスクを80％以上低減、UKHSAの重要な研究で判明,"{'id': '2ed3c93c9ae81d8641b276f55d44a65d', 'name': '共同通信PRワイヤー', 'url': 'https://kyodonewsprwire.jp'}",https://kyodonewsprwire.jp/release/202604187696,2026-04-20T01:56:15Z
【前編】内田春菊「痔だと思っていたら大腸がん」見逃しやすい初期症状と40代から受けるべき検査,"{'id': 'd5e298db374fed16aeb350bef9eba2cc', 'name': 'メディカルドック', 'url': 'https://medicaldoc.jp'}",https://medicaldoc.jp/m/experiences/cancer-experiences/ta-202604e0022/,2026-04-20T01:04:15Z
だ液によるがんリスク検査「サリバチェッカー®」が常温キットへ進化。パートナーの日本生命と「がん検診の未来」を語る座談会を実施,"{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000041.000085491.html,2026-04-20T01:00:01Z
【医師が教える】“認知症”の予防に効果的だと言われている「趣味」(ダイヤモンド・オンライン),"{'id': 'a2c087f9aacb4f3153724146798b17c6', 'name': 'Yahoo!ファイナンス', 'url': 'https://finance.yahoo.co.jp'}",https://finance.yahoo.co.jp/news/detail/9a4825308603af715cd6f605c861a5f17570fce7,2026-04-19T22:49:11Z
【医師が教える】“認知症”の予防に効果的な「趣味」・ベスト1,"{'id': '24cc5fd48aa14c9330dfb3cf014b590e', 'name': 'ライブドアニュース', 'url': 'https://news.livedoor.com'}",https://news.livedoor.com/article/detail/31045347/,2026-04-19T22:45:00Z
自閉症の人は本当に人に関心がないのか？研究が示す意外な事実,"{'id': 'de2ca2522d5df755df6cbbc6a293cd36', 'name': 'たーとるうぃず', 'url': 'https://www.turtlewiz.jp'}",https://www.turtlewiz.jp/archives/51385,2026-04-19T21:34:38Z
【漫画】「35年ローンが突如ゼロに！？」新居購入から半年… “予期せぬ完済”の顛末に「うらやましくない…」,"{'id': 'f59f6a2f8a2d10349d24200f5b635e61', 'name': 'オトナンサー', 'url': 'https://otonanswer.jp'}",https://otonanswer.jp/post/354566/,2026-04-19T02:02:59Z
座り心地を追求したコスパ抜群のワークチェア、ポチれるのは4月30日まで,"{'id': '0c5579607fab51c20e563ea3b2f58bab', 'name': 'ギズモード・ジャパン', 'url': 'https://www.gizmodo.jp'}",https://www.gizmodo.jp/2026/04/yps-s800-gizmart-2-fps-re.html,2026-04-19T01:00:00Z
【守る医療】摂ろう！タンパク質～タンパク質の必要生～先日夜、16号沿いの中華料理店「シャオ」さんへ。,"{'id': 'd113632ad24a941a1f57a275d73983b6', 'name': '選挙ドットコム', 'url': 'https://go2senkyo.com'}",https://go2senkyo.com/seijika/199027/posts/1356121,2026-04-18T22:13:49Z
「睡眠の習慣」でわかる認知症になりやすい人の特徴・ワースト1,"{'id': '86f2dbe4bf59e9f69420c90429dcc55d', 'name': 'ダイヤモンド・オンライン', 'url': 'https://diamond.jp'}",https://diamond.jp/articles/-/388294,2026-04-18T22:00:00Z
認知症の予防に「サプリメント」は効果的なのか？ 元オックスフォード大の医学研究者の答えとは,"{'id': 'a2c087f9aacb4f3153724146798b17c6', 'name': 'Yahoo!ファイナンス', 'url': 'https://finance.yahoo.co.jp'}",https://finance.yahoo.co.jp/news/detail/8381a0de6d74fa549cffb151d0ac1f51ddcf0290,2026-04-18T21:50:52Z
【視察②宮崎県庁】宮崎県庁における子宮額がん予防（HPV）ワクチンの普及啓発等の取組についてお...,"{'id': 'd113632ad24a941a1f57a275d73983b6', 'name': '選挙ドットコム', 'url': 'https://go2senkyo.com'}",https://go2senkyo.com/seijika/176744/posts/1356081,2026-04-18T17:08:48Z
子供の高熱、夏の倦怠感:急速に広がる3つの感染症に注意,"{'id': 'd7d7a490cd816637ad5008f0ca1f5422', 'name': 'Laodong.vn', 'url': 'https://ja.laodong.vn'}",https://ja.laodong.vn/suc-khoe/tre-sot-cao-met-moi-mua-nang-can-trong-3-dich-benh-lay-lan-nhanh-1686623.ldo,2026-04-18T13:38:42Z
狭い部屋をハックせよ。3万円台で「仕事×ソファ」を統合するワークチェア「YPS-S800」が凄かった|au Webポータル,"{'id': '97f1d3a56d5c7e6904b118af89f00b1a', 'name': 'au Webポータル', 'url': 'https://article.auone.jp'}",https://article.auone.jp/detail/1/3/7/32_7_r_20260418_1776479922639840,2026-04-18T02:00:00Z
《後悔しない最期のために「60才ではじめること」「70才でやめること」》60才から意識したい“貯筋”と“たん活”、健康診断で“数値”ばかりにとらわれるのはNG (1/1),"{'id': 'd12d6aa7a9dd3acbded8dbe106bd7b73', 'name': '女性セブンプラス', 'url': 'https://j7p.jp'}",https://j7p.jp/167412,2026-04-18T02:00:00Z
春のストレスで「ビタミンC」激減！？ イチゴ＆春キャベツの栄養逃す“NGな食べ方”とは【管理栄養士が解説】,"{'id': 'f59f6a2f8a2d10349d24200f5b635e61', 'name': 'オトナンサー', 'url': 'https://otonanswer.jp'}",https://otonanswer.jp/post/355784/,2026-04-17T23:00:49Z
左心耳閉鎖術後の大出血、半年間が高リスク 高齢、女性、糖尿病、大出血既往、腎疾患が予測因子,"{'id': '2f0fae8738fbe54d470a3422d8f1dacf', 'name': '読売新聞', 'url': 'https://www.yomiuri.co.jp'}",https://www.yomiuri.co.jp/yomidr/article/20260407-GYTET00016/?catname=medical-tribune,2026-04-17T20:00:47Z
細菌がウイルスから身を守るしくみ ウイルスのDNAを記憶し撃退,"{'id': 'f8654b22267d8a5ede791a50df2f744b', 'name': '日本経済新聞', 'url': 'https://www.nikkei.com'}",https://www.nikkei.com/article/DGXZQOSG2663V0W6A320C2000000/,2026-04-17T20:00:00Z
「甘味」と「塩味」を感じる順番に個人差 味覚は脳内処理と共感性が影響している可能性 国立障害者リハビリテーションセンター,"{'id': 'a6769ed4a1f609448330aa8d0efd861d', 'name': 'sndj-web.jp', 'url': 'https://sndj-web.jp'}",https://sndj-web.jp/news/003897.php,2026-04-17T15:06:33Z
【最近、もの忘れが気になる方へ】脳の不調は“腸もれ”が原因かも？ 10万人以上の腸を診た名医が教える、腸から脳を元気にする「最強の腸活」,"{'id': '7d998b5c6b0642fc166b9f082bba26a8', 'name': 'ラブすぽ', 'url': 'https://love-spo.com'}",https://love-spo.com/article/%E3%80%90%E6%9C%80%E8%BF%91%E3%80%81%E3%82%82%E3%81%AE%E5%BF%98%E3%82%8C%E3%81%8C%E6%B0%97%E3%81%AB%E3%81%AA%E3%82%8B%E6%96%B9%E3%81%B8%E3%80%91%E8%84%B3%E3%81%AE%E4%B8%8D%E8%AA%BF%E3%81%AF/,2026-04-17T12:01:14Z
電子カルテ業務が若手医師の燃え尽き症候群を引き起こす？｜@DIME アットダイム,"{'id': 'b421935c92debec6872f2ab5a263d89a', 'name': '@DIME アットダイム', 'url': 'https://dime.jp'}",https://dime.jp/genre/2103833/,2026-04-17T11:03:58Z
分子の「混ざり方」と「過去の状態」が振る舞いを左右,"{'id': '167b20451b3241b241e7a3389f1ff368', 'name': 'サンスポ', 'url': 'https://www.sanspo.com'}",https://www.sanspo.com/pressrelease/kyodo_prwire/2SMXSN3D6VIMBCI2LAQOVW4SAI/,2026-04-17T06:14:55Z
許可されていないHIV予防薬が依然として販売、使用されているという警告,"{'id': 'd7d7a490cd816637ad5008f0ca1f5422', 'name': 'Laodong.vn', 'url': 'https://ja.laodong.vn'}",https://ja.laodong.vn/suc-khoe/canh-bao-thuoc-dieu-tri-du-phong-hiv-chua-duoc-cap-phep-van-rao-ban-su-dung-1686888.ldo,2026-04-17T05:19:26Z
老化細胞が慢性炎症を引き起こす機序を担うパイオニア転写因子「FOXF1/2」の発見-加齢に伴う慢性炎症をコントロールする-,"{'id': '096cdf38828c1d9ae238d10083a93c9d', 'name': '西日本新聞me', 'url': 'https://www.nishinippon.co.jp'}",https://www.nishinippon.co.jp/item/1482870/,2026-04-17T04:16:02Z
運動不足・座りすぎで大腸がんリスク上昇？ 在宅ワーク時代に今からできる予防法,"{'id': 'd5e298db374fed16aeb350bef9eba2cc', 'name': 'メディカルドック', 'url': 'https://medicaldoc.jp'}",https://medicaldoc.jp/m/column-m/202602t0349/,2026-04-17T03:57:38Z
子どもが店内のゴボウとネギで剣バトル!?「それ、まだ店のもの」“無邪気”では済まされないスーパーの笑えない現実【作者に聞く】,"{'id': '24cc5fd48aa14c9330dfb3cf014b590e', 'name': 'ライブドアニュース', 'url': 'https://news.livedoor.com'}",https://news.livedoor.com/article/detail/31023078/,2026-04-17T03:00:20Z
『小児RSウイルス呼吸器感染症診療ガイドライン2026』の発行について,"{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000604.000001551.html,2026-04-17T02:01:07Z
認知症リスクが上昇する可能性のある、日常の「意外な習慣」とは？(ダイヤモンド・オンライン),"{'id': 'a2c087f9aacb4f3153724146798b17c6', 'name': 'Yahoo!ファイナンス', 'url': 'https://finance.yahoo.co.jp'}",https://finance.yahoo.co.jp/news/detail/be0fd4a2167b6f888306ade62e2532aaeadeffb8,2026-04-16T21:50:00Z
認知症になりやすい人の「日常の習慣」・ワースト1,"{'id': '24cc5fd48aa14c9330dfb3cf014b590e', 'name': 'ライブドアニュース', 'url': 'https://news.livedoor.com'}",https://news.livedoor.com/article/detail/31020586/,2026-04-16T21:45:00Z
リンパ節の腫れ 急増・急拡大なら痛みなしでも要注意,"{'id': 'f8654b22267d8a5ede791a50df2f744b', 'name': '日本経済新聞', 'url': 'https://www.nikkei.com'}",https://www.nikkei.com/article/DGXZQOUD019U00R00C26A4000000/,2026-04-16T20:00:00Z
ダイエット中のジャンクフード動画は食欲を抑制する,"{'id': 'a2afa7dbf7208429171070d85c38d1ae', 'name': 'ナゾロジー', 'url': 'https://nazology.kusuguru.co.jp'}",https://nazology.kusuguru.co.jp/archives/194157,2026-04-16T11:02:04Z
主婦が知っておくべき血糖値を上げない超甘い果物,"{'id': 'd7d7a490cd816637ad5008f0ca1f5422', 'name': 'Laodong.vn', 'url': 'https://ja.laodong.vn'}",https://ja.laodong.vn/chuyen-nha-minh/loai-qua-sieu-ngot-khong-gay-tang-duong-huyet-ba-noi-tro-nen-biet-1686524.ldo,2026-04-16T11:00:00Z
ビンロン省で髄膜炎菌ワクチン接種者数が30%増加,"{'id': 'd7d7a490cd816637ad5008f0ca1f5422', 'name': 'Laodong.vn', 'url': 'https://ja.laodong.vn'}",https://ja.laodong.vn/y-te/luong-nguoi-tiem-vaccine-nao-mo-cau-tang-30-o-vinh-long-1686272.ldo,2026-04-16T10:01:29Z
65歳未満で発症の「若年性認知症」、リスクを上げる“危険因子”は何か？,"{'id': 'd5e298db374fed16aeb350bef9eba2cc', 'name': 'メディカルドック', 'url': 'https://medicaldoc.jp'}",https://medicaldoc.jp/news/news-202603n1040/,2026-04-16T08:13:34Z
赤い光でピンポイントに「リン含有プロドラッグ」を放出する技術を開発〜金ナノクラスターを活用した、光によるがん治療へ向けた新たな一歩〜,"{'id': 'd062e6bc8df476300bd722d34bd21d5e', 'name': '河北新報オンライン', 'url': 'https://kahoku.news'}",https://kahoku.news/release/dpr133163.html,2026-04-16T05:21:09Z
脳の若返りで認知症モデルマウスの機能回復,"{'id': '59d1f937977f22652dfcb3629dfef247', 'name': 'riken.jp', 'url': 'https://www.riken.jp'}",https://www.riken.jp/press/2026/20260416_1/index.html,2026-04-16T05:04:05Z
子宮頸がんの原因となるウイルスの根絶に向けた新知見 HPVワクチン単回接種の有効性・安全性検証、男女接種拡大へ,"{'id': '925f66507ae38867242df7ce69b9794f', 'name': 'newscast.jp', 'url': 'https://newscast.jp'}",https://newscast.jp/news/4925827,2026-04-16T05:00:00Z
２週間お試しチャレンジ！ 短鎖脂肪酸に着目した腸活オールインワン「キンプリート」。腸活部３名の体調変化を発表,"{'id': '293230e6bfc40fe17cbf960febecebcd', 'name': 'FYTTE', 'url': 'https://fytte.jp'}",https://fytte.jp/news/healthcare/226341/,2026-04-16T02:00:09Z
体に埋め込む「生体薬局」インプラント、31日間にわたって複数の薬を作り続けることに成功|au Webポータル,"{'id': '97f1d3a56d5c7e6904b118af89f00b1a', 'name': 'au Webポータル', 'url': 'https://article.auone.jp'}",https://article.auone.jp/detail/1/3/7/32_7_r_20260416_1776307738677162,2026-04-16T02:00:00Z
鍼治療×高濃度ビタミンC点滴による新しい花粉症治療,"{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000002.000176670.html,2026-04-16T01:00:02Z
花粉症だと思ったら風邪？ 放置すると悪化のリスクも 見分けのために注目すべき4つのチェック項目とは【医師解説】,"{'id': 'f59f6a2f8a2d10349d24200f5b635e61', 'name': 'オトナンサー', 'url': 'https://otonanswer.jp'}",https://otonanswer.jp/post/354994/,2026-04-16T00:04:15Z
【横浜市立大学】抗ヘルペスウイルス薬が働く仕組みを原子レベルで解明,"{'id': 'd062e6bc8df476300bd722d34bd21d5e', 'name': '河北新報オンライン', 'url': 'https://kahoku.news'}",https://kahoku.news/release/dpr132846.html,2026-04-16T00:00:00Z
経路不明もインドから帰国後発症…20代男性の『はしか』感染が判明 38度以上の発熱続き医療機関で検査,"{'id': '97f1d3a56d5c7e6904b118af89f00b1a', 'name': 'au Webポータル', 'url': 'https://article.auone.jp'}",https://article.auone.jp/detail/1/2/5/499_5_r_20260416_1776291282102820,2026-04-15T22:11:00Z
抗ヘルペスウイルス薬が働く仕組みを原子レベルで解明～実験と計算を組み合わせ、次世代抗ウイルス薬開発への道を開く～,"{'id': 'eea3a71c8706ee11ca2cfeef9ee826d3', 'name': 'qst.go.jp', 'url': 'https://www.qst.go.jp'}",https://www.qst.go.jp/site/press/20260416.html,2026-04-15T15:20:51Z
【闘病】「死んで楽になりたい」発達障害の公務員が『うつ病』で落ちた絶望（メディカルドック）,"{'id': '7d7c09d410a7ed615b930a663c8c40bc', 'name': 'Yahoo!ニュース', 'url': 'https://news.yahoo.co.jp'}",https://news.yahoo.co.jp/articles/56b3ebbc11e755ecc24899811a0881639acf7197,2026-04-15T10:05:45Z
RSウイルスから赤ちゃんを守る 妊婦向けワクチン定期接種が原則無料に,"{'id': '898f9d7ee43ee69e040b77a5f4dfdc86', 'name': 'UMKテレビ宮崎', 'url': 'https://www.umk.co.jp'}",https://www.umk.co.jp/news/?date=20260415&id=32425,2026-04-15T09:20:00Z
"AIが導き出した「長寿のキーワード」：5,800人のデータから老化の分岐点を特定","{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000860.000021495.html,2026-04-15T09:00:01Z
【2026年】尿酸値ケアサプリのおすすめランキング12選。ドラッグストアなどで買える商品を徹底比較,"{'id': '225e4c2edacc86d9ce3f89f2d05151b2', 'name': '360LiFE', 'url': 'https://360life.shinyusha.co.jp'}",https://360life.shinyusha.co.jp/articles/-/55179,2026-04-15T08:31:00Z
妊婦のRSウイルスワクチン定期接種が開始―副反応は強い？ いつ受けるの？,"{'id': 'd5e298db374fed16aeb350bef9eba2cc', 'name': 'メディカルドック', 'url': 'https://medicaldoc.jp'}",https://medicaldoc.jp/news/news-202603n1038/,2026-04-15T08:00:52Z
「子どものアトピー性皮膚炎が治りにくい」理由をご存じですか？ 症状を長引かせる要因を医師が解説,"{'id': 'd5e298db374fed16aeb350bef9eba2cc', 'name': 'メディカルドック', 'url': 'https://medicaldoc.jp'}",https://medicaldoc.jp/m/column-m/202512p5294/,2026-04-15T06:00:48Z
閉経ってほんとはいつのこと？「子宮を摘出したら閉経」は間違い？閉経の疑問を医師が回答（Web eclat）｜ｄメニューニュース,"{'id': '5618c7c5e7276baddc4cc4d2dd6b963d', 'name': 'ｄメニューニュース', 'url': 'https://topics.smt.docomo.ne.jp'}",https://topics.smt.docomo.ne.jp/article/eclat/trend/eclat-149181?redirect=1,2026-04-15T03:00:00Z
元オックスフォード大の医学研究者が教える「最高の脳で働き続ける方法」とは？あなたの脳寿命を縮める“悪癖”をとっぱらう1冊！『糖毒脳』 4月15日発売,"{'id': 'a2bf2c6853ba5198f67232adc5795cad', 'name': '時事ドットコム', 'url': 'https://www.jiji.com'}",https://www.jiji.com/jc/article?k=000000495.000045710&g=prt,2026-04-15T02:46:00Z
大正健康ナビ、「突発性難聴」の健康情報を4月15日に新公開～発症から2週間以内の受診が“聞こえ”を守るカギ～,"{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000017.000180826.html,2026-04-15T02:00:02Z
"＜「生理不順のガマン・ロス」実態調査2026＞ ""生理不順の6大ガマン・ロス""が判明！ガマン・ロス度を測定する診断コンテンツも提供開始","{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000053.000096150.html,2026-04-15T01:00:03Z
【5月病予備軍×肌相関調査】4月のストレス蓄積で「肌と心の不調が連動している」と感じた新社会人・転職者は76.3%、「ストレス性皮膚疾患」を医師に相談したことがない人は82.0%,"{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000172.000056499.html,2026-04-15T00:00:01Z
【ただの物忘れ？ それとも…】なるべく早く気づきたい「認知症になりかけている人」のサイン,"{'id': '24cc5fd48aa14c9330dfb3cf014b590e', 'name': 'ライブドアニュース', 'url': 'https://news.livedoor.com'}",https://news.livedoor.com/article/detail/30999685/,2026-04-14T21:35:00Z
知的障害の人が研究に参加することが研究と本人にもたらす変化,"{'id': 'de2ca2522d5df755df6cbbc6a293cd36', 'name': 'たーとるうぃず', 'url': 'https://www.turtlewiz.jp'}",https://www.turtlewiz.jp/archives/52149,2026-04-14T21:31:45Z
花粉症が落ち着いた後も要注意大正健康ナビに「副鼻腔炎」の健康情報を4月22日に新公開～鼻づまり・ネバネバ鼻水が続く人へ、見逃されがちな“花粉症後トラブル”を解説～,"{'id': '7b549aa72bf2cbcf6ca8ba57b6714e6b', 'name': 'RBB TODAY', 'url': 'https://www.rbbtoday.com'}",https://www.rbbtoday.com/release/prtimes2-today/20260422/1257680.html,2026-04-22T14:10:02Z
「グルカゴン」ってどんなホルモン？効果やグルカゴン注射の目的・副作用も医師が解説！,"{'id': 'd5e298db374fed16aeb350bef9eba2cc', 'name': 'メディカルドック', 'url': 'https://medicaldoc.jp'}",https://medicaldoc.jp/m/hormones/hr027/,2026-04-22T10:04:34Z
【昭島市】昭島市のHPVワクチン接種状況についてヒアリング。,"{'id': 'd113632ad24a941a1f57a275d73983b6', 'name': '選挙ドットコム', 'url': 'https://go2senkyo.com'}",https://go2senkyo.com/seijika/176744/posts/1360065,2026-04-22T06:59:03Z
多糖合成反応に多糖分解酵素が必要！？ －グルコマンナン合成に関わるゴルジ体局在タイプマンナナーゼを同定－,"{'id': '925f66507ae38867242df7ce69b9794f', 'name': 'newscast.jp', 'url': 'https://newscast.jp'}",https://newscast.jp/smart/news/5883700,2026-04-22T06:00:00Z
”鼻をすする音”や”キーボード音”に激怒する「ミソフォニア」とは？”ある傾向”が判明,"{'id': 'a2afa7dbf7208429171070d85c38d1ae', 'name': 'ナゾロジー', 'url': 'https://nazology.kusuguru.co.jp'}",https://nazology.kusuguru.co.jp/archives/194354,2026-04-22T02:32:39Z
”鼻をすする音”や”キーボード音”に激怒する「ミソフォニア」とは？”ある傾向”が判明（ナゾロジー）｜ｄメニューニュース,"{'id': '5618c7c5e7276baddc4cc4d2dd6b963d', 'name': 'ｄメニューニュース', 'url': 'https://topics.smt.docomo.ne.jp'}",https://topics.smt.docomo.ne.jp/article/nazology/world/nazology-194354?redirect=1,2026-04-22T02:30:00Z
GSアライアンス、耐候性・耐熱性を大幅に向上させた シリカ複合有機顔料を開発,"{'id': 'bd2ed37ac9a00ea06ce588361455289c', 'name': 'アットプレス', 'url': 'https://www.atpress.ne.jp'}",https://www.atpress.ne.jp/news/590959,2026-04-22T01:30:00Z
想像力は脳内でどのように機能しているのか？これまでの定説を覆す新理論,"{'id': 'ce09834ae051142fbd166609e9fdaee8', 'name': 'XenoSpectrum', 'url': 'https://xenospectrum.com'}",https://xenospectrum.com/brain-imagination-new-theory-neural-activity/,2026-04-22T01:25:42Z
第九話「新しい動作が、新しい世界を開く。」,"{'id': '97e0ca38cee23401a77a7514b90973f2', 'name': 'mbp-japan.com', 'url': 'https://mbp-japan.com'}",https://mbp-japan.com/okinawa/nicelifestudio/column/5221404/,2026-04-22T01:01:15Z
健康寿命は脳で決まる！最新医学が明かす健康の新常識！『脳の専門医が教える 100歳までボケない脳』（伊藤規絵：著）4月22日発売！,"{'id': '638ddfeefaf074bcadf05d9b5818d3f8', 'name': 'PR TIMES', 'url': 'https://prtimes.jp'}",https://prtimes.jp/main/html/rd/p/000000499.000045710.html,2026-04-22T01:00:02Z
【136】35歳以上の出産はどう影響する？ 子どものアレルギーとの関係,"{'id': '4d824cd906b70086ec701e377bdc70b8', 'name': 'シティリビングWeb', 'url': 'https://city.living.jp'}",https://city.living.jp/common/ninkatsu/1701204/,2026-04-22T00:30:48Z
「子を産んで一人前？」 実名・顔出しで伝える不妊のリアル,"{'id': '445ab5c83e1dfd9e15935c300aa6d431', 'name': 'ハナソネ', 'url': 'https://hanasone.mainichi.jp'}",https://hanasone.mainichi.jp/articles/20260415/wom/00m/401/015000c,2026-04-21T22:06:32Z
オフィスで足つぼ、従業員にどんな変化が生まれた？ 健康経営の新しい選択肢に 企業向けイベントをレポート,"{'id': '497e8cc89f3b77ac1c8ad1ce9266c930', 'name': 'ウーマンズラボ', 'url': 'https://womanslabo.com'}",https://womanslabo.com/trend-260422-1,2026-04-21T20:10:23Z
大腸がん検診の圧倒的メリット 検診のプロが語る内視鏡検査のリアル,"{'id': 'bf6462dfb6e598c835c7fc7f457a1a23', 'name': '日経Gooday', 'url': 'https://gooday.nikkei.co.jp'}",https://gooday.nikkei.co.jp/atcl/report/24/033100075/040200002/,2026-04-21T15:00:00Z
アルツハイマー病の脳内変化は30年前から始まる？ 身近な「あの検査」で早期診断可能な未来も,"{'id': '7d7c09d410a7ed615b930a663c8c40bc', 'name': 'Yahoo!ニュース', 'url': 'https://news.yahoo.co.jp'}",https://news.yahoo.co.jp/articles/e6f105cd411695c165a1ea44fce07219531c4422,2026-04-21T11:03:56Z
"認知症患者が""読みやすい""文書条件とは？ 視線の動きを分析し示された『介護・医療現場へのヒント』","{'id': 'd5e298db374fed16aeb350bef9eba2cc', 'name': 'メディカルドック', 'url': 'https://medicaldoc.jp'}",https://medicaldoc.jp/news/news-202603n1044/,2026-04-21T08:02:33Z
"刺身でもレバーでもない…管理栄養士が｢骨粗鬆症予防に欠かせない｣と勧める""魚と肉の食べ方""","{'id': '24cc5fd48aa14c9330dfb3cf014b590e', 'name': 'ライブドアニュース', 'url': 'https://news.livedoor.com'}",https://news.livedoor.com/article/detail/31060081/,2026-04-21T07:15:00Z
【KINSのクレンジングとブースターで始めよう】肌の土台が整う「美肌菌スキンケア」 (1/1),"{'id': 'd12d6aa7a9dd3acbded8dbe106bd7b73', 'name': '女性セブンプラス', 'url': 'https://j7p.jp'}",https://j7p.jp/167037,2026-04-21T02:00:00Z
HER2陽性乳がんに新たな治療選択肢 抗悪性腫瘍剤/HER2チロシンキナーゼ阻害剤「ツカイザ®（一般名：ツカチニブ エタノール付加物）」発売,"{'id': '5cb066b33169ef509f35fd793309af07', 'name': 'Pfizer Japan', 'url': 'https://www.pfizer.co.jp'}",https://www.pfizer.co.jp/pfizer/company/press/2026/2026-04-21,2026-04-21T01:03:47Z
